Id,Status,Neutral,Warehouse,Code,Type,Area,SubNode,Latitude,Longitude,LevelId,LevelName,RegionId,RegionName
74,active,1,04,1,bin,Area1,[],73,0,1,Floor 1,1,Warehouse 1
75,active,1,04,1,bin,Area1,[],74,0,1,Floor 1,1,Warehouse 1
76,active,1,04,1,bin,Area1,[],75,0,1,Floor 1,1,Warehouse 1
77,active,1,04,1,bin,Area1,[],76,0,1,Floor 1,1,Warehouse 1
78,active,1,04,1,bin,Area1,[],77,0,1,Floor 1,1,Warehouse 1
79,active,1,04,1,bin,Area1,[],78,0,1,Floor 1,1,Warehouse 1
80,active,1,04,1,bin,Area1,[],79,0,1,Floor 1,1,Warehouse 1
81,active,1,04,1,bin,Area1,[],80,0,1,Floor 1,1,Warehouse 1
82,active,1,04,1,bin,Area1,[],81,0,1,Floor 1,1,Warehouse 1
83,active,1,04,1,bin,Area1,[],82,0,1,Floor 1,1,Warehouse 1
84,active,1,04,1,bin,Area1,[],83,0,1,Floor 1,1,Warehouse 1
85,active,1,04,1,bin,Area1,[],84,0,1,Floor 1,1,Warehouse 1
86,active,1,04,1,bin,Area1,[],85,0,1,Floor 1,1,Warehouse 1
87,active,1,04,1,bin,Area1,[],86,0,1,Floor 1,1,Warehouse 1
88,active,1,04,1,bin,Area1,[],87,0,1,Floor 1,1,Warehouse 1
89,active,1,04,1,bin,Area1,[],88,0,1,Floor 1,1,Warehouse 1
90,active,1,04,1,bin,Area1,[],89,0,1,Floor 1,1,Warehouse 1
91,active,1,04,1,bin,Area1,[],90,0,1,Floor 1,1,Warehouse 1
92,active,1,04,1,bin,Area1,[],91,0,1,Floor 1,1,Warehouse 1
93,active,1,04,1,bin,Area1,[],92,0,1,Floor 1,1,Warehouse 1
94,active,1,04,1,bin,Area1,[],93,0,1,Floor 1,1,Warehouse 1
95,active,1,04,1,bin,Area1,[],94,0,1,Floor 1,1,Warehouse 1
96,active,1,04,1,bin,Area1,[],95,0,1,Floor 1,1,Warehouse 1
97,active,1,04,1,bin,Area1,[],96,0,1,Floor 1,1,Warehouse 1
98,active,1,04,1,bin,Area1,[],97,0,1,Floor 1,1,Warehouse 1
99,active,1,04,1,bin,Area1,[],98,0,1,Floor 1,1,Warehouse 1
100,active,1,04,1,bin,Area1,[],99,0,1,Floor 1,1,Warehouse 1
101,active,1,04,1,bin,Area1,[],100,0,1,Floor 1,1,Warehouse 1
102,active,1,04,1,bin,Area1,[],101,0,1,Floor 1,1,Warehouse 1
103,active,1,04,1,bin,Area1,[],102,0,1,Floor 1,1,Warehouse 1
104,active,1,04,1,bin,Area1,[],103,0,1,Floor 1,1,Warehouse 1
105,active,1,04,1,bin,Area1,[],104,0,1,Floor 1,1,Warehouse 1
106,active,1,04,1,bin,Area1,[],105,0,1,Floor 1,1,Warehouse 1
107,active,1,04,1,bin,Area1,[],0,1,1,Floor 1,1,Warehouse 1
108,active,1,04,1,bin,Area1,[],1,1,1,Floor 1,1,Warehouse 1
109,active,1,04,1,bin,Area1,[],2,1,1,Floor 1,1,Warehouse 1
110,active,1,04,1,bin,Area1,[],3,1,1,Floor 1,1,Warehouse 1
111,active,1,04,1,bin,Area1,[],4,1,1,Floor 1,1,Warehouse 1
112,active,1,04,1,bin,Area1,[],5,1,1,Floor 1,1,Warehouse 1
113,active,1,04,1,bin,Area1,[],6,1,1,Floor 1,1,Warehouse 1
114,active,1,04,1,bin,Area1,[],7,1,1,Floor 1,1,Warehouse 1
115,active,1,04,1,bin,Area1,[],8,1,1,Floor 1,1,Warehouse 1
116,active,1,04,1,bin,Area1,[],9,1,1,Floor 1,1,Warehouse 1
117,active,1,04,1,bin,Area1,[],10,1,1,Floor 1,1,Warehouse 1
118,active,1,04,1,bin,Area1,[],11,1,1,Floor 1,1,Warehouse 1
119,active,1,04,1,bin,Area1,[],12,1,1,Floor 1,1,Warehouse 1
120,active,1,04,1,bin,Area1,[],13,1,1,Floor 1,1,Warehouse 1
121,active,1,04,1,bin,Area1,[],14,1,1,Floor 1,1,Warehouse 1
122,active,1,04,1,bin,Area1,[],15,1,1,Floor 1,1,Warehouse 1
123,active,1,04,1,bin,Area1,[],16,1,1,Floor 1,1,Warehouse 1
124,active,1,04,1,bin,Area1,[],17,1,1,Floor 1,1,Warehouse 1
125,active,1,04,1,bin,Area1,[],18,1,1,Floor 1,1,Warehouse 1
126,active,1,04,1,bin,Area1,[],19,1,1,Floor 1,1,Warehouse 1
127,active,1,04,1,bin,Area1,[],20,1,1,Floor 1,1,Warehouse 1
128,active,1,04,1,bin,Area1,[],21,1,1,Floor 1,1,Warehouse 1
129,active,1,04,1,bin,Area1,[],22,1,1,Floor 1,1,Warehouse 1
130,active,1,04,1,bin,Area1,[],23,1,1,Floor 1,1,Warehouse 1
131,active,1,04,1,bin,Area1,[],24,1,1,Floor 1,1,Warehouse 1
132,active,1,04,1,bin,Area1,[],25,1,1,Floor 1,1,Warehouse 1
133,active,1,04,1,bin,Area1,[],26,1,1,Floor 1,1,Warehouse 1
134,active,1,04,1,bin,Area1,[],27,1,1,Floor 1,1,Warehouse 1
135,active,1,04,1,bin,Area1,[],28,1,1,Floor 1,1,Warehouse 1
136,active,1,04,1,bin,Area1,[],29,1,1,Floor 1,1,Warehouse 1
137,active,1,04,1,bin,Area1,[],30,1,1,Floor 1,1,Warehouse 1
138,active,1,04,1,bin,Area1,[],31,1,1,Floor 1,1,Warehouse 1
139,active,1,04,1,bin,Area1,[],32,1,1,Floor 1,1,Warehouse 1
140,active,1,04,1,bin,Area1,[],33,1,1,Floor 1,1,Warehouse 1
141,active,1,04,1,bin,Area1,[],34,1,1,Floor 1,1,Warehouse 1
142,active,1,04,1,bin,Area1,[],35,1,1,Floor 1,1,Warehouse 1
143,active,1,04,1,bin,Area1,[],36,1,1,Floor 1,1,Warehouse 1
144,active,1,04,1,bin,Area1,[],37,1,1,Floor 1,1,Warehouse 1
145,active,1,04,1,bin,Area1,[],38,1,1,Floor 1,1,Warehouse 1
146,active,1,04,1,bin,Area1,[],39,1,1,Floor 1,1,Warehouse 1
147,active,1,04,1,bin,Area1,[],40,1,1,Floor 1,1,Warehouse 1
148,active,1,04,1,bin,Area1,[],41,1,1,Floor 1,1,Warehouse 1
149,active,1,04,1,bin,Area1,[],42,1,1,Floor 1,1,Warehouse 1
150,active,1,04,1,bin,Area1,[],43,1,1,Floor 1,1,Warehouse 1
151,active,1,04,1,bin,Area1,[],44,1,1,Floor 1,1,Warehouse 1
152,active,1,04,1,bin,Area1,[],45,1,1,Floor 1,1,Warehouse 1
153,active,1,04,1,bin,Area1,[],46,1,1,Floor 1,1,Warehouse 1
154,active,1,04,1,bin,Area1,[],47,1,1,Floor 1,1,Warehouse 1
155,active,1,04,1,bin,Area1,[],48,1,1,Floor 1,1,Warehouse 1
156,active,1,04,1,bin,Area1,[],49,1,1,Floor 1,1,Warehouse 1
157,active,1,04,1,bin,Area1,[],50,1,1,Floor 1,1,Warehouse 1
158,active,1,04,1,bin,Area1,[],51,1,1,Floor 1,1,Warehouse 1
159,active,1,04,1,bin,Area1,[],52,1,1,Floor 1,1,Warehouse 1
160,active,1,04,1,bin,Area1,[],53,1,1,Floor 1,1,Warehouse 1
161,active,1,04,1,bin,Area1,[],54,1,1,Floor 1,1,Warehouse 1
162,active,1,04,1,bin,Area1,[],55,1,1,Floor 1,1,Warehouse 1
163,active,1,04,1,bin,Area1,[],56,1,1,Floor 1,1,Warehouse 1
164,active,1,04,1,bin,Area1,[],57,1,1,Floor 1,1,Warehouse 1
165,active,1,04,1,bin,Area1,[],58,1,1,Floor 1,1,Warehouse 1
166,active,1,04,1,bin,Area1,[],59,1,1,Floor 1,1,Warehouse 1
167,active,1,04,1,bin,Area1,[],60,1,1,Floor 1,1,Warehouse 1
168,active,1,04,1,bin,Area1,[],61,1,1,Floor 1,1,Warehouse 1
169,active,1,04,1,bin,Area1,[],62,1,1,Floor 1,1,Warehouse 1
170,active,1,04,1,bin,Area1,[],63,1,1,Floor 1,1,Warehouse 1
171,active,1,04,1,bin,Area1,[],64,1,1,Floor 1,1,Warehouse 1
172,active,1,04,1,bin,Area1,[],65,1,1,Floor 1,1,Warehouse 1
173,active,1,04,1,bin,Area1,[],66,1,1,Floor 1,1,Warehouse 1
174,active,1,04,1,bin,Area1,[],67,1,1,Floor 1,1,Warehouse 1
175,active,1,04,1,bin,Area1,[],68,1,1,Floor 1,1,Warehouse 1
176,active,1,04,1,bin,Area1,[],69,1,1,Floor 1,1,Warehouse 1
177,active,1,04,1,bin,Area1,[],70,1,1,Floor 1,1,Warehouse 1
178,active,1,04,1,bin,Area1,[],71,1,1,Floor 1,1,Warehouse 1
179,active,1,04,1,bin,Area1,[],72,1,1,Floor 1,1,Warehouse 1
180,active,1,04,1,bin,Area1,[],73,1,1,Floor 1,1,Warehouse 1
181,active,1,04,1,bin,Area1,[],74,1,1,Floor 1,1,Warehouse 1
182,active,1,04,1,bin,Area1,[],75,1,1,Floor 1,1,Warehouse 1
183,active,1,04,1,bin,Area1,[],76,1,1,Floor 1,1,Warehouse 1
184,active,1,04,1,bin,Area1,[],77,1,1,Floor 1,1,Warehouse 1
185,active,1,04,1,bin,Area1,[],78,1,1,Floor 1,1,Warehouse 1
186,active,1,04,1,bin,Area1,[],79,1,1,Floor 1,1,Warehouse 1
187,active,1,04,1,bin,Area1,[],80,1,1,Floor 1,1,Warehouse 1
188,active,1,04,1,bin,Area1,[],81,1,1,Floor 1,1,Warehouse 1
189,active,1,04,1,bin,Area1,[],82,1,1,Floor 1,1,Warehouse 1
190,active,1,04,1,bin,Area1,[],83,1,1,Floor 1,1,Warehouse 1
191,active,1,04,1,bin,Area1,[],84,1,1,Floor 1,1,Warehouse 1
192,active,1,04,1,bin,Area1,[],85,1,1,Floor 1,1,Warehouse 1
193,active,1,04,1,bin,Area1,[],86,1,1,Floor 1,1,Warehouse 1
194,active,1,04,1,bin,Area1,[],87,1,1,Floor 1,1,Warehouse 1
195,active,1,04,1,bin,Area1,[],88,1,1,Floor 1,1,Warehouse 1
196,active,1,04,1,bin,Area1,[],89,1,1,Floor 1,1,Warehouse 1
197,active,1,04,1,bin,Area1,[],90,1,1,Floor 1,1,Warehouse 1
198,active,1,04,1,bin,Area1,[],91,1,1,Floor 1,1,Warehouse 1
199,active,1,04,1,bin,Area1,[],92,1,1,Floor 1,1,Warehouse 1
200,active,1,04,1,bin,Area1,[],93,1,1,Floor 1,1,Warehouse 1
201,active,1,04,1,bin,Area1,[],94,1,1,Floor 1,1,Warehouse 1
202,active,1,04,1,bin,Area1,[],95,1,1,Floor 1,1,Warehouse 1
203,active,1,04,1,bin,Area1,[],96,1,1,Floor 1,1,Warehouse 1
204,active,1,04,1,bin,Area1,[],97,1,1,Floor 1,1,Warehouse 1
205,active,1,04,1,bin,Area1,[],98,1,1,Floor 1,1,Warehouse 1
206,active,1,04,1,bin,Area1,[],99,1,1,Floor 1,1,Warehouse 1
207,active,1,04,1,bin,Area1,[],100,1,1,Floor 1,1,Warehouse 1
208,active,1,04,1,bin,Area1,[],101,1,1,Floor 1,1,Warehouse 1
209,active,1,04,1,bin,Area1,[],102,1,1,Floor 1,1,Warehouse 1
210,active,1,04,1,bin,Area1,[],103,1,1,Floor 1,1,Warehouse 1
211,active,1,04,1,bin,Area1,[],104,1,1,Floor 1,1,Warehouse 1
212,active,1,04,1,bin,Area1,[],105,1,1,Floor 1,1,Warehouse 1
213,active,1,04,1,bin,Area1,[],0,2,1,Floor 1,1,Warehouse 1
214,active,1,04,1,bin,Area1,[],1,2,1,Floor 1,1,Warehouse 1
215,active,1,04,1,bin,Area1,[],2,2,1,Floor 1,1,Warehouse 1
216,active,1,04,1,bin,Area1,[],3,2,1,Floor 1,1,Warehouse 1
217,active,1,04,1,bin,Area1,[],4,2,1,Floor 1,1,Warehouse 1
218,active,1,04,1,bin,Area1,[],5,2,1,Floor 1,1,Warehouse 1
219,active,1,04,1,bin,Area1,[],6,2,1,Floor 1,1,Warehouse 1
220,active,1,04,1,bin,Area1,[],7,2,1,Floor 1,1,Warehouse 1
221,active,1,04,1,bin,Area1,[],8,2,1,Floor 1,1,Warehouse 1
222,active,1,04,1,bin,Area1,[],9,2,1,Floor 1,1,Warehouse 1
223,active,1,04,1,bin,Area1,[],10,2,1,Floor 1,1,Warehouse 1
224,active,1,04,1,bin,Area1,[],11,2,1,Floor 1,1,Warehouse 1
225,active,1,04,1,bin,Area1,[],12,2,1,Floor 1,1,Warehouse 1
226,active,1,04,1,bin,Area1,[],13,2,1,Floor 1,1,Warehouse 1
227,active,1,04,1,bin,Area1,[],14,2,1,Floor 1,1,Warehouse 1
228,active,1,04,1,bin,Area1,[],15,2,1,Floor 1,1,Warehouse 1
229,active,1,04,1,bin,Area1,[],16,2,1,Floor 1,1,Warehouse 1
230,active,1,04,1,bin,Area1,[],17,2,1,Floor 1,1,Warehouse 1
231,active,1,04,1,bin,Area1,[],18,2,1,Floor 1,1,Warehouse 1
232,active,1,04,1,bin,Area1,[],19,2,1,Floor 1,1,Warehouse 1
233,active,1,04,1,bin,Area1,[],20,2,1,Floor 1,1,Warehouse 1
234,active,1,04,1,bin,Area1,[],21,2,1,Floor 1,1,Warehouse 1
235,active,1,04,1,bin,Area1,[],22,2,1,Floor 1,1,Warehouse 1
236,active,1,04,1,bin,Area1,[],23,2,1,Floor 1,1,Warehouse 1
237,active,1,04,1,bin,Area1,[],24,2,1,Floor 1,1,Warehouse 1
238,active,1,04,1,bin,Area1,[],25,2,1,Floor 1,1,Warehouse 1
239,active,1,04,1,bin,Area1,[],26,2,1,Floor 1,1,Warehouse 1
240,active,1,04,1,bin,Area1,[],27,2,1,Floor 1,1,Warehouse 1
241,active,1,04,1,bin,Area1,[],28,2,1,Floor 1,1,Warehouse 1
242,active,1,04,1,bin,Area1,[],29,2,1,Floor 1,1,Warehouse 1
243,active,1,04,1,bin,Area1,[],30,2,1,Floor 1,1,Warehouse 1
244,active,1,04,1,bin,Area1,[],31,2,1,Floor 1,1,Warehouse 1
245,active,1,04,1,bin,Area1,[],32,2,1,Floor 1,1,Warehouse 1
246,active,1,04,1,bin,Area1,[],33,2,1,Floor 1,1,Warehouse 1
247,active,1,04,1,bin,Area1,[],34,2,1,Floor 1,1,Warehouse 1
248,active,1,04,1,bin,Area1,[],35,2,1,Floor 1,1,Warehouse 1
249,active,1,04,1,bin,Area1,[],36,2,1,Floor 1,1,Warehouse 1
250,active,1,04,1,bin,Area1,[],37,2,1,Floor 1,1,Warehouse 1
251,active,1,04,1,bin,Area1,[],38,2,1,Floor 1,1,Warehouse 1
252,active,1,04,1,bin,Area1,[],39,2,1,Floor 1,1,Warehouse 1
253,active,1,04,1,bin,Area1,[],40,2,1,Floor 1,1,Warehouse 1
254,active,1,04,1,bin,Area1,[],41,2,1,Floor 1,1,Warehouse 1
255,active,1,04,1,bin,Area1,[],42,2,1,Floor 1,1,Warehouse 1
256,active,1,04,1,bin,Area1,[],43,2,1,Floor 1,1,Warehouse 1
257,active,1,04,1,bin,Area1,[],44,2,1,Floor 1,1,Warehouse 1
258,active,1,04,1,bin,Area1,[],45,2,1,Floor 1,1,Warehouse 1
259,active,1,04,1,bin,Area1,[],46,2,1,Floor 1,1,Warehouse 1
260,active,1,04,1,bin,Area1,[],47,2,1,Floor 1,1,Warehouse 1
261,active,1,04,1,bin,Area1,[],48,2,1,Floor 1,1,Warehouse 1
262,active,1,04,1,bin,Area1,[],49,2,1,Floor 1,1,Warehouse 1
263,active,1,04,1,bin,Area1,[],50,2,1,Floor 1,1,Warehouse 1
264,active,1,04,1,bin,Area1,[],51,2,1,Floor 1,1,Warehouse 1
265,active,1,04,1,bin,Area1,[],52,2,1,Floor 1,1,Warehouse 1
266,active,1,04,1,bin,Area1,[],53,2,1,Floor 1,1,Warehouse 1
267,active,1,04,1,bin,Area1,[],54,2,1,Floor 1,1,Warehouse 1
268,active,1,04,1,bin,Area1,[],55,2,1,Floor 1,1,Warehouse 1
269,active,1,04,1,bin,Area1,[],56,2,1,Floor 1,1,Warehouse 1
270,active,1,04,1,bin,Area1,[],57,2,1,Floor 1,1,Warehouse 1
271,active,1,04,1,bin,Area1,[],58,2,1,Floor 1,1,Warehouse 1
272,active,1,04,1,bin,Area1,[],59,2,1,Floor 1,1,Warehouse 1
273,active,1,04,1,bin,Area1,[],60,2,1,Floor 1,1,Warehouse 1
274,active,1,04,1,bin,Area1,[],61,2,1,Floor 1,1,Warehouse 1
275,active,1,04,1,bin,Area1,[],62,2,1,Floor 1,1,Warehouse 1
276,active,1,04,1,bin,Area1,[],63,2,1,Floor 1,1,Warehouse 1
277,active,1,04,1,bin,Area1,[],64,2,1,Floor 1,1,Warehouse 1
278,active,1,04,1,bin,Area1,[],65,2,1,Floor 1,1,Warehouse 1
279,active,1,04,1,bin,Area1,[],66,2,1,Floor 1,1,Warehouse 1
280,active,1,04,1,bin,Area1,[],67,2,1,Floor 1,1,Warehouse 1
281,active,1,04,1,bin,Area1,[],68,2,1,Floor 1,1,Warehouse 1
282,active,1,04,1,bin,Area1,[],69,2,1,Floor 1,1,Warehouse 1
283,active,1,04,1,bin,Area1,[],70,2,1,Floor 1,1,Warehouse 1
284,active,1,04,1,bin,Area1,[],71,2,1,Floor 1,1,Warehouse 1
285,active,1,04,1,bin,Area1,[],72,2,1,Floor 1,1,Warehouse 1
286,active,1,04,1,bin,Area1,[],73,2,1,Floor 1,1,Warehouse 1
287,active,1,04,1,bin,Area1,[],74,2,1,Floor 1,1,Warehouse 1
288,active,1,04,1,bin,Area1,[],75,2,1,Floor 1,1,Warehouse 1
289,active,1,04,1,bin,Area1,[],76,2,1,Floor 1,1,Warehouse 1
290,active,1,04,1,bin,Area1,[],77,2,1,Floor 1,1,Warehouse 1
291,active,1,04,1,bin,Area1,[],78,2,1,Floor 1,1,Warehouse 1
292,active,1,04,1,bin,Area1,[],79,2,1,Floor 1,1,Warehouse 1
293,active,1,04,1,bin,Area1,[],80,2,1,Floor 1,1,Warehouse 1
294,active,1,04,1,bin,Area1,[],81,2,1,Floor 1,1,Warehouse 1
295,active,1,04,1,bin,Area1,[],82,2,1,Floor 1,1,Warehouse 1
296,active,1,04,1,bin,Area1,[],83,2,1,Floor 1,1,Warehouse 1
297,active,1,04,1,bin,Area1,[],84,2,1,Floor 1,1,Warehouse 1
298,active,1,04,1,bin,Area1,[],85,2,1,Floor 1,1,Warehouse 1
299,active,1,04,1,bin,Area1,[],86,2,1,Floor 1,1,Warehouse 1
300,active,1,04,1,bin,Area1,[],87,2,1,Floor 1,1,Warehouse 1
301,active,1,04,1,bin,Area1,[],88,2,1,Floor 1,1,Warehouse 1
302,active,1,04,1,bin,Area1,[],89,2,1,Floor 1,1,Warehouse 1
303,active,1,04,1,bin,Area1,[],90,2,1,Floor 1,1,Warehouse 1
304,active,1,04,1,bin,Area1,[],91,2,1,Floor 1,1,Warehouse 1
305,active,1,04,1,bin,Area1,[],92,2,1,Floor 1,1,Warehouse 1
306,active,1,04,1,bin,Area1,[],93,2,1,Floor 1,1,Warehouse 1
307,active,1,04,1,bin,Area1,[],94,2,1,Floor 1,1,Warehouse 1
308,active,1,04,1,bin,Area1,[],95,2,1,Floor 1,1,Warehouse 1
309,active,1,04,1,bin,Area1,[],96,2,1,Floor 1,1,Warehouse 1
310,active,1,04,1,bin,Area1,[],97,2,1,Floor 1,1,Warehouse 1
311,active,1,04,1,bin,Area1,[],98,2,1,Floor 1,1,Warehouse 1
312,active,1,04,1,bin,Area1,[],99,2,1,Floor 1,1,Warehouse 1
313,active,1,04,1,bin,Area1,[],100,2,1,Floor 1,1,Warehouse 1
314,active,1,04,1,bin,Area1,[],101,2,1,Floor 1,1,Warehouse 1
315,active,1,04,1,bin,Area1,[],102,2,1,Floor 1,1,Warehouse 1
316,active,1,04,1,bin,Area1,[],103,2,1,Floor 1,1,Warehouse 1
317,active,1,04,1,bin,Area1,[],104,2,1,Floor 1,1,Warehouse 1
318,active,1,04,1,bin,Area1,[],105,2,1,Floor 1,1,Warehouse 1
319,active,1,04,1,bin,Area1,[],0,3,1,Floor 1,1,Warehouse 1
320,active,1,04,1,bin,Area1,[],1,3,1,Floor 1,1,Warehouse 1
321,active,1,04,1,bin,Area1,[],2,3,1,Floor 1,1,Warehouse 1
322,active,1,04,1,bin,Area1,[],3,3,1,Floor 1,1,Warehouse 1
323,active,1,04,1,bin,Area1,[],4,3,1,Floor 1,1,Warehouse 1
324,active,1,04,1,bin,Area1,[],5,3,1,Floor 1,1,Warehouse 1
325,active,1,04,1,bin,Area1,[],6,3,1,Floor 1,1,Warehouse 1
326,active,1,04,1,bin,Area1,[],7,3,1,Floor 1,1,Warehouse 1
327,active,1,04,1,bin,Area1,[],8,3,1,Floor 1,1,Warehouse 1
328,active,1,04,1,bin,Area1,[],9,3,1,Floor 1,1,Warehouse 1
329,active,1,04,1,bin,Area1,[],10,3,1,Floor 1,1,Warehouse 1
330,active,1,04,1,bin,Area1,[],11,3,1,Floor 1,1,Warehouse 1
331,active,1,04,1,bin,Area1,[],12,3,1,Floor 1,1,Warehouse 1
332,active,1,04,1,bin,Area1,[],13,3,1,Floor 1,1,Warehouse 1
333,active,1,04,1,bin,Area1,[],14,3,1,Floor 1,1,Warehouse 1
334,active,1,04,1,bin,Area1,[],15,3,1,Floor 1,1,Warehouse 1
335,active,1,04,1,bin,Area1,[],16,3,1,Floor 1,1,Warehouse 1
336,active,1,04,1,bin,Area1,[],17,3,1,Floor 1,1,Warehouse 1
337,active,1,04,1,bin,Area1,[],18,3,1,Floor 1,1,Warehouse 1
338,active,1,04,1,bin,Area1,[],19,3,1,Floor 1,1,Warehouse 1
